"","period","false_bool.mean","false_bool.sd","false_bool.count"
"1",1,0.458333333333333,0.508977377704051,24
"2",2,0.290322580645161,0.461414375379064,31
"3",3,0.277777777777778,0.460888598962477,18
"4",4,0.111111111111111,0.320256307610174,27
"5",5,0.0476190476190476,0.218217890235992,21
"6",6,0.2,0.410391340834062,20
"7",7,0.2,0.408248290463863,25
"8",8,0.260869565217391,0.44897775854488,23
"9",9,0.380952380952381,0.497613351528119,21
"10",10,0.233333333333333,0.430183067152076,30
