"","period","false_bool.mean","false_bool.sd","false_bool.count"
"1",1,0.428571428571429,0.513552591013095,14
"2",2,0.7,0.483045891539648,10
"3",3,0.375,0.517549169506766,8
"4",4,0.666666666666667,0.492365963917331,12
"5",5,0.411764705882353,0.507299656195892,17
"6",6,0.363636363636364,0.504524979109513,11
"7",7,0.428571428571429,0.513552591013095,14
"8",8,0.384615384615385,0.506369683541833,13
"9",9,0.545454545454545,0.522232967867094,11
"10",10,0.4,0.516397779494322,10
