"","period","false_bool.mean","false_bool.sd","false_bool.count"
"1",1,0.466666666666667,0.503097748586463,60
"2",2,0.45,0.501692052213544,60
"3",3,0.383333333333333,0.4903014177279,60
"4",4,0.416666666666667,0.497167116011244,60
"5",5,0.316666666666667,0.469101798307298,60
"6",6,0.416666666666667,0.497167116011244,60
"7",7,0.416666666666667,0.497167116011244,60
"8",8,0.366666666666667,0.485961101416971,60
"9",9,0.566666666666667,0.499717434280908,60
"10",10,0.35,0.480994731991308,60
